slice,false_positive_count,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,utility,downside_risk,selection_score,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss
trend_following,88,4825.0,0.9202072538860103,0.9789558883043302,0.9817166074149314,0.9803362478596308,0.9546113989637306,0.9801801801801802,0.8837305699481864,0.13504940565923249,6.543757565124621,0.5565315315315316,0.4434684684684685,0.525,0.46,4440.0,2471.0,1969.0,0.9916692794720112,0.10792440999802111,0.37640881842562335
post_first_minute_reversal,2172,2643.0,0.8668180098373061,0.04870384917517675,0.055992141453831044,0.052347995314503896,0.08550889141127507,0.05194238323876037,-0.7767688233068483,0.9065282216081731,-0.8568611597429004,0.5556525534701003,0.4443474465298996,0.525,0.46,2291.0,1273.0,1018.0,0.03254814240042549,0.4204525698579449,1.0834659743029862
