epoch,loss,train_sample_count,train_mean_gap,train_median_gap,train_min_gap,train_violation_rate,train_max_violation,train_p90_violation,train_p95_violation,train_p99_violation,train_coverage,validation_sample_count,validation_mean_gap,validation_median_gap,validation_min_gap,validation_violation_rate,validation_max_violation,validation_p90_violation,validation_p95_violation,validation_p99_violation,validation_coverage
1,0.012577829401819937,15657.0,0.22082848846912384,0.18808269500732422,-0.39802443981170654,0.12658874624768474,0.4080244302749634,0.013211198151111603,0.044127825647592545,0.10569551587104797,0.8734112537523152,7432.0,0.2065672129392624,0.1793842613697052,-0.2475653886795044,0.18985468245425188,0.25756537914276123,0.045510146766901016,0.08091172575950623,0.14535978436470032,0.8101453175457481
2,0.011047379233904423,15657.0,0.22053444385528564,0.18564289808273315,-0.38660693168640137,0.12160694896851248,0.3966069221496582,0.010031263343989849,0.03682940825819969,0.09428855776786804,0.8783930510314875,7432.0,0.2075127363204956,0.17803888022899628,-0.28551679849624634,0.1794940796555436,0.2955167889595032,0.03917853161692619,0.07055378705263138,0.13842341303825378,0.8205059203444564
3,0.010750636338226257,15657.0,0.21173028647899628,0.17560139298439026,-0.37658554315567017,0.1285686913201763,0.386585533618927,0.011113802902400494,0.036278966814279556,0.09240929782390594,0.8714313086798238,7432.0,0.1929107904434204,0.16477909684181213,-0.26747363805770874,0.21044133476856836,0.2774736285209656,0.048456497490406036,0.0855167806148529,0.15705536305904388,0.7895586652314317
4,0.01044767196740835,15657.0,0.20801936089992523,0.1719227433204651,-0.3744598627090454,0.12499201635051414,0.38445985317230225,0.009497466497123241,0.033251646906137466,0.08101218193769455,0.8750079836494858,7432.0,0.1924670785665512,0.16616126894950867,-0.28930240869522095,0.207481162540366,0.2993023991584778,0.049997661262750626,0.08415564894676208,0.15130679309368134,0.792518837459634
5,0.010025275300347036,15657.0,0.1949300915002823,0.15955400466918945,-0.38523417711257935,0.14140639969342786,0.3952341675758362,0.015425668098032475,0.03874923288822174,0.08619148284196854,0.8585936003065722,7432.0,0.18031427264213562,0.15311875939369202,-0.33551377058029175,0.22645317545748117,0.3455137610435486,0.05638227239251137,0.09339000284671783,0.16197344660758972,0.7735468245425189
6,0.009767045537310262,15657.0,0.19513621926307678,0.15919044613838196,-0.38040173053741455,0.11911605032892636,0.3904017210006714,0.006421028636395931,0.029298197478055954,0.07616174966096878,0.8808839496710736,7432.0,0.17590969800949097,0.14995026588439941,-0.4044746160507202,0.2267222820236814,0.41447460651397705,0.05865439027547836,0.09631246328353882,0.1626049131155014,0.7732777179763186
7,0.00942806851479315,15657.0,0.19679976999759674,0.15987902879714966,-0.4024680256843567,0.09874177684102957,0.4124680161476135,0.0,0.022425452247262,0.06868184357881546,0.9012582231589704,7432.0,0.1803532838821411,0.15479958057403564,-0.402569055557251,0.20088805166846072,0.4125690460205078,0.048354022204875946,0.08318821340799332,0.16055309772491455,0.7991119483315393
8,0.008908429603663183,15657.0,0.17992731928825378,0.14312979578971863,-0.4658662676811218,0.1262055310723638,0.47586625814437866,0.009162363596260548,0.03295278549194336,0.0797559916973114,0.8737944689276362,7432.0,0.16971051692962646,0.1422957479953766,-0.5527429580688477,0.21730355220667386,0.5627429485321045,0.05760534480214119,0.09558182954788208,0.15954585373401642,0.7826964477933261
9,0.008671260408816798,15657.0,0.17521630227565765,0.13832995295524597,-0.5043059587478638,0.11834961997828447,0.5143059492111206,0.006356453988701105,0.02986600250005722,0.08426907658576965,0.8816503800217155,7432.0,0.16143450140953064,0.13539330661296844,-0.4855630397796631,0.2255113024757804,0.4955630302429199,0.059147853404283524,0.09981507807970047,0.16668011248111725,0.7744886975242196
10,0.008218478997268023,15657.0,0.16747602820396423,0.12929558753967285,-0.4478006660938263,0.10998275531711056,0.45780065655708313,0.0033778436481952667,0.024570433422923088,0.07347661256790161,0.8900172446828895,7432.0,0.1549927443265915,0.12590135633945465,-0.6142003536224365,0.22470398277717976,0.6242003440856934,0.05495547503232956,0.09146061539649963,0.17042261362075806,0.7752960172228203
