slice,false_positive_count,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,utility,downside_risk,selection_score,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss
trend_following,98,4825.0,0.9189637305699482,0.9719298245614035,0.9860888175494917,0.9790093210554476,0.957720207253886,0.9778980604420388,0.8783419689119171,0.14251624759660064,6.163100584840739,0.5784844384303113,0.4215155615696888,0.51,0.435,4434.0,2565.0,1869.0,0.992272967425102,0.1083794976983546,0.38121063562658924
post_first_minute_reversal,2164,2643.0,0.8671963677639046,0.05934718100890208,0.05084745762711865,0.05509731931801036,0.08361710177828226,0.055846422338568937,-0.7703367385546727,0.9048572004240717,-0.851335147903609,0.5881326352530541,0.4118673647469459,0.51,0.435,2292.0,1348.0,944.0,0.030147785973399198,0.4190940304609032,1.0716049893639312
