alpha,calibration_abstain_low_conf_count,calibration_abstain_low_conf_share,calibration_active_count,calibration_active_share,calibration_clamp_over_pside_count,calibration_clamp_over_pside_share,calibration_coverage_feasible,calibration_coverage_overall,calibration_covered_count,calibration_covered_feasible_count,calibration_covered_gap_norm_mean,calibration_covered_gap_norm_median,calibration_covered_gap_norm_q25,calibration_covered_gap_norm_q75,calibration_feasible_count,calibration_feasible_covered_gap_norm_mean,calibration_infeasible_count,calibration_max_possible_coverage,calibration_mean_p_pred,calibration_mean_p_side,calibration_sample_count,calibration_side_violation_count,calibration_side_violation_rate,epoch,loss,selected_bucket_miss_threshold,selected_delta,selected_delta_quantile
4.0,0.0,0.0,4631.0,0.5622875182127246,3605.0,0.4377124817872754,0.9317473338802297,0.6895337542496357,5679.0,5679.0,0.7469530062911843,0.8238524319764232,0.5596060602716634,1.0,6095.0,0.746953010638515,2141.0,0.7400437105390967,0.5079376611265051,0.5651863688744982,8236.0,0.0,0.0,37,0.18385569155216216,0.2,0.0826815813779831,0.92
4.0,0.0,0.0,4654.0,0.5650801359883438,3582.0,0.43491986401165617,0.9330598851517637,0.6905050995628946,5687.0,5687.0,0.7433738512260181,0.811996996484074,0.5602022431897659,1.0,6095.0,0.7433738534076337,2141.0,0.7400437105390967,0.5084090758610355,0.5651863688744982,8236.0,0.0,0.0,38,0.18187611897786457,0.2,0.083998903632164,0.92
4.0,0.0,0.0,4534.0,0.5505099562894609,3702.0,0.4494900437105391,0.9340442986054143,0.6912336085478388,5693.0,5693.0,0.7490668434903575,0.8240911007621811,0.5652249249853607,1.0,6095.0,0.7490668485299047,2141.0,0.7400437105390967,0.508785970902859,0.5651863688744982,8236.0,0.0,0.0,39,0.1804704169432322,0.15,0.08969855308532715,0.92
4.0,0.0,0.0,4580.0,0.5560951918406993,3656.0,0.4439048081593006,0.9319114027891715,0.6896551724137931,5680.0,5680.0,0.749678895068807,0.8151354090761305,0.5659922113667338,1.0,6095.0,0.7496788970211066,2141.0,0.7400437105390967,0.5090668142249217,0.5651863688744982,8236.0,0.0,0.0,40,0.17759050925572714,0.2,0.08175692707300186,0.92
4.0,0.0,0.0,4650.0,0.5645944633317144,3586.0,0.4354055366682856,0.934208367514356,0.6913550267119961,5694.0,5694.0,0.7409218382156386,0.8089423977217485,0.5574731027563269,1.0,6095.0,0.7409218437524128,2141.0,0.7400437105390967,0.5077771644141,0.5651863688744982,8236.0,0.0,0.0,41,0.178365758061409,0.15,0.08275425434112549,0.92
4.0,0.0,0.0,4554.0,0.5529383195726081,3682.0,0.4470616804273919,0.9327317473338802,0.6902622632345798,5685.0,5685.0,0.7474413854100276,0.8207104745782117,0.5631888619234681,1.0,6095.0,0.7474413869914628,2141.0,0.7400437105390967,0.508026996934867,0.5651863688744982,8236.0,0.0,0.0,42,0.17341220776240032,0.15,0.09345535933971405,0.92
4.0,0.0,0.0,4599.0,0.5584021369596892,3637.0,0.44159786304031085,0.9327317473338802,0.6902622632345798,5685.0,5685.0,0.7477224737799427,0.8211428300064235,0.5606168773559296,1.0,6095.0,0.7477224764499406,2141.0,0.7400437105390967,0.5081391015285777,0.5651863688744982,8236.0,0.0,0.0,43,0.17367064853509268,0.2,0.08273764699697495,0.92
4.0,0.0,0.0,4642.0,0.5636231180184555,3594.0,0.43637688198154445,0.9338802296964726,0.6911121903836814,5692.0,5692.0,0.7452201705942235,0.8217219661980907,0.5582044640484616,1.0,6095.0,0.7452201758837228,2141.0,0.7400437105390967,0.508280347278229,0.5651863688744982,8236.0,0.0,0.0,44,0.17253331144650777,0.15,0.08633425086736679,0.92
4.0,0.0,0.0,4565.0,0.554273919378339,3671.0,0.445726080621661,0.931583264971288,0.6894123360854784,5678.0,5678.0,0.7498945032620277,0.8296389664996169,0.5606748090202299,1.0,6095.0,0.7498945056012937,2141.0,0.7400437105390967,0.5069388755506931,0.5651863688744982,8236.0,0.0,0.0,45,0.17053806682427725,0.2,0.0755217894911766,0.92
4.0,0.0,0.0,4641.0,0.5635016998542982,3595.0,0.4364983001457018,0.9343724364232978,0.6914764448761535,5695.0,5695.0,0.743190090081618,0.8171509175552739,0.5556151813997804,1.0,6095.0,0.7431900951791056,2141.0,0.7400437105390967,0.5074978657462101,0.5651863688744982,8236.0,0.0,0.0,46,0.16924812297026318,0.15,0.07761497795581818,0.92
8.0,2027.0,0.24611461874696455,3305.0,0.401287032540068,2904.0,0.35259834871296747,0.9438884331419196,0.6985186983972802,5753.0,5753.0,0.8662543095034797,1.0,0.7827109303532408,1.0,6095.0,0.8662543102658473,2141.0,0.7400437105390967,0.5293432480741957,0.5651863688744982,8236.0,0.0,0.0,1,0.8975162426630656,0.3,0.06033535674214363,0.8
8.0,899.0,0.10915492957746478,3819.0,0.46369596891695,3518.0,0.4271491015055852,0.9432321575061526,0.6980330257406508,5749.0,5749.0,0.8521716740127617,1.0,0.7608600277571963,1.0,6095.0,0.8521716775837072,2141.0,0.7400437105390967,0.5296342473124235,0.5651863688744982,8236.0,0.0,0.0,2,0.7084350069363912,0.2,0.06494550406932831,0.9
8.0,595.0,0.07224380767362798,4157.0,0.504735308402137,3484.0,0.4230208839242351,0.9322395406070549,0.6898980087421078,5682.0,5682.0,0.8406329297395346,0.9730112442718848,0.7403730284535555,1.0,6095.0,0.8406329348454683,2141.0,0.7400437105390967,0.527726974045536,0.5651863688744982,8236.0,0.0,0.0,3,0.5903076887130737,0.2,0.05834132432937622,0.9
8.0,0.0,0.0,4854.0,0.5893637688198154,3382.0,0.41063623118018455,0.9337161607875307,0.690990772219524,5691.0,5691.0,0.8005659812946329,0.8827565164004265,0.6791058246272024,1.0,6095.0,0.800565983265288,2141.0,0.7400437105390967,0.5218521582080242,0.5651863688744982,8236.0,0.0,0.0,4,0.5143886844317118,0.15,0.045097775757312775,0.92
8.0,0.0,0.0,5226.0,0.6345313258863526,3010.0,0.3654686741136474,0.9312551271534044,0.6891694997571637,5676.0,5676.0,0.7739050056805586,0.8389658354597054,0.6361587269043979,1.0,6095.0,0.7739050079901929,2141.0,0.7400437105390967,0.5166279199664631,0.5651863688744982,8236.0,0.0,0.0,5,0.4788285036881765,0.2,0.041374530643224716,0.92
8.0,0.0,0.0,5244.0,0.6367168528411851,2992.0,0.36328314715881493,0.9333880229696473,0.6907479358912093,5689.0,5689.0,0.7708168025223865,0.8350428761901592,0.6302180320565551,1.0,6095.0,0.7708168127079367,2141.0,0.7400437105390967,0.5174358467112997,0.5651863688744982,8236.0,0.0,0.0,6,0.448727415005366,0.15,0.034512974321842194,0.92
8.0,0.0,0.0,5081.0,0.6169256920835356,3155.0,0.3830743079164643,0.9360131255127153,0.6926906265177271,5705.0,5705.0,0.7715749324908653,0.8374736589376383,0.6305007983864772,1.0,6095.0,0.7715749384887544,2141.0,0.7400437105390967,0.5168347695400997,0.5651863688744982,8236.0,0.0,0.0,7,0.4232396086057027,0.2,0.0480007529258728,0.92
8.0,0.0,0.0,4937.0,0.5994414764448761,3299.0,0.40055852355512384,0.9320754716981132,0.6897765905779505,5681.0,5681.0,0.770650826965078,0.8342917204869738,0.6227737667534359,1.0,6095.0,0.7706508282114763,2141.0,0.7400437105390967,0.5159533176992063,0.5651863688744982,8236.0,0.0,0.0,8,0.414348179101944,0.2,0.05423714593052864,0.92
8.0,0.0,0.0,5119.0,0.6215395823215153,3117.0,0.3784604176784847,0.934208367514356,0.6913550267119961,5694.0,5694.0,0.7667091311731773,0.8269725926109761,0.6261683007330359,1.0,6095.0,0.7667091347180982,2141.0,0.7400437105390967,0.5154024281681134,0.5651863688744982,8236.0,0.0,0.0,9,0.3961398998896281,0.2,0.05088981240987778,0.92
8.0,0.0,0.0,4923.0,0.5977416221466731,3313.0,0.40225837785332685,0.9337161607875307,0.690990772219524,5691.0,5691.0,0.7645543613857676,0.8252147095347517,0.6160762867191802,1.0,6095.0,0.7645543642617381,2141.0,0.7400437105390967,0.5149331634255627,0.5651863688744982,8236.0,0.0,0.0,10,0.3852899094422658,0.2,0.043886296451091766,0.92
8.0,0.0,0.0,4815.0,0.5846284604176785,3421.0,0.41537153958232154,0.9348646431501231,0.6918406993686256,5698.0,5698.0,0.7611119645671185,0.8223560751273018,0.6076545101260679,1.0,6095.0,0.7611119703084277,2141.0,0.7400437105390967,0.5150908517917864,0.5651863688744982,8236.0,0.0,0.0,11,0.37533076802889503,0.2,0.045107513666152954,0.92
8.0,0.0,0.0,4692.0,0.5696940262263235,3544.0,0.4303059737736765,0.933552091878589,0.6908693540553666,5690.0,5690.0,0.7635756678422194,0.8301111333228078,0.6080436513175407,1.0,6095.0,0.7635756688762941,2141.0,0.7400437105390967,0.5150691097263481,0.5651863688744982,8236.0,0.0,0.0,12,0.35925105412801106,0.15,0.04596570506691933,0.92
8.0,0.0,0.0,4888.0,0.5934919864011656,3348.0,0.4065080135988344,0.9322395406070549,0.6898980087421078,5682.0,5682.0,0.7525076945515168,0.8053923425973069,0.5905459118940272,1.0,6095.0,0.7525076980044293,2141.0,0.7400437105390967,0.5127815899650047,0.5651863688744982,8236.0,0.0,0.0,13,0.3519022603829702,0.2,0.04793763533234596,0.92
8.0,0.0,0.0,4812.0,0.5842642059252064,3424.0,0.4157357940747936,0.9332239540607055,0.690626517727052,5688.0,5688.0,0.7616008410466917,0.8244208083050139,0.6044271339918775,1.0,6095.0,0.7616008430438913,2141.0,0.7400437105390967,0.5133194509134188,0.5651863688744982,8236.0,0.0,0.0,14,0.3450037578741709,0.15,0.04889326170086861,0.92
8.0,0.0,0.0,4816.0,0.5847498785818358,3420.0,0.41525012141816414,0.9371616078753077,0.6935405536668285,5712.0,5712.0,0.7529011095220518,0.8098925833628118,0.5901096791167957,1.0,6095.0,0.7529011113237666,2141.0,0.7400437105390967,0.5129619932041236,0.5651863688744982,8236.0,0.0,0.0,15,0.3437855104605357,0.15,0.05460609868168831,0.92
8.0,0.0,0.0,4831.0,0.5865711510441962,3405.0,0.4134288489558038,0.9332239540607055,0.690626517727052,5688.0,5688.0,0.7492861945528263,0.8115841438533477,0.5849685545708587,1.0,6095.0,0.749286196629944,2141.0,0.7400437105390967,0.5117764680005278,0.5651863688744982,8236.0,0.0,0.0,16,0.3337195853392283,0.15,0.047828078269958496,0.92
8.0,0.0,0.0,4734.0,0.5747935891209325,3502.0,0.4252064108790675,0.9348646431501231,0.6918406993686256,5698.0,5698.0,0.7510457737357134,0.816412103818765,0.578939161067955,1.0,6095.0,0.7510457753722597,2141.0,0.7400437105390967,0.5105291167220997,0.5651863688744982,8236.0,0.0,0.0,17,0.32977699836095176,0.15,0.05938606336712837,0.92
8.0,0.0,0.0,4776.0,0.5798931520155415,3460.0,0.42010684798445846,0.9324036095159968,0.6900194269062652,5683.0,5683.0,0.7478421184256311,0.8052440536130601,0.5805762731525381,1.0,6095.0,0.7478421224822174,2141.0,0.7400437105390967,0.5112427926861417,0.5651863688744982,8236.0,0.0,0.0,18,0.32533478538195293,0.15,0.045585859566926956,0.92
8.0,0.0,0.0,4815.0,0.5846284604176785,3421.0,0.41537153958232154,0.9312551271534044,0.6891694997571637,5676.0,5676.0,0.7522379446180676,0.8133376024230065,0.5876665241923761,1.0,6095.0,0.7522379462440737,2141.0,0.7400437105390967,0.5114779093733933,0.5651863688744982,8236.0,0.0,0.0,19,0.31477517684300743,0.2,0.05073707178235054,0.92
8.0,0.0,0.0,4545.0,0.5518455560951918,3691.0,0.4481544439048082,0.9330598851517637,0.6905050995628946,5687.0,5687.0,0.7554760595848871,0.8271312495363053,0.5855470290253489,1.0,6095.0,0.7554760619014846,2141.0,0.7400437105390967,0.511580697723179,0.5651863688744982,8236.0,0.0,0.0,20,0.3068653186162313,0.3,0.05770890414714813,0.92
8.0,0.0,0.0,4603.0,0.5588878096163186,3633.0,0.4411121903836814,0.9327317473338802,0.6902622632345798,5685.0,5685.0,0.7556472628730504,0.8239775316057266,0.5847460358350234,1.0,6095.0,0.7556472646210709,2141.0,0.7400437105390967,0.5103566950190673,0.5651863688744982,8236.0,0.0,0.0,21,0.30923171440760294,0.2,0.05636143311858177,0.92
8.0,0.0,0.0,4755.0,0.577343370568237,3481.0,0.42265662943176296,0.9373256767842494,0.6936619718309859,5713.0,5713.0,0.7412558035804341,0.8012089317270392,0.5667421518048595,1.0,6095.0,0.7412558059268137,2141.0,0.7400437105390967,0.5105392358464258,0.5651863688744982,8236.0,0.0,0.0,22,0.2969160278638204,0.15,0.049072932451963425,0.92
8.0,0.0,0.0,4783.0,0.5807430791646431,3453.0,0.419256920835357,0.9348646431501231,0.6918406993686256,5698.0,5698.0,0.7426412728972811,0.8017338519714015,0.5670047607695294,1.0,6095.0,0.7426412743799627,2141.0,0.7400437105390967,0.5098859446900719,0.5651863688744982,8236.0,0.0,0.0,23,0.2913984000682831,0.2,0.04444951191544533,0.92
8.0,0.0,0.0,4638.0,0.5631374453618261,3598.0,0.43686255463817386,0.9356849876948319,0.6924477901894124,5703.0,5703.0,0.7463977150809428,0.8106860367005773,0.5684474197258025,1.0,6095.0,0.7463977206561326,2141.0,0.7400437105390967,0.5093206094666158,0.5651863688744982,8236.0,0.0,0.0,24,0.2878186106681824,0.15,0.053005289286375046,0.92
8.0,0.0,0.0,4746.0,0.5762506070908208,3490.0,0.42374939290917923,0.9337161607875307,0.690990772219524,5691.0,5691.0,0.7469251325944457,0.806366208966417,0.5755411878944994,1.0,6095.0,0.7469251403600693,2141.0,0.7400437105390967,0.5110802475736204,0.5651863688744982,8236.0,0.0,0.0,25,0.2933465381463369,0.15,0.04619520530104637,0.92
8.0,0.0,0.0,4629.0,0.5620446818844099,3607.0,0.4379553181155901,0.9319114027891715,0.6896551724137931,5680.0,5680.0,0.7487839652327077,0.8087518319984002,0.5683491084414047,1.0,6095.0,0.748783966378774,2141.0,0.7400437105390967,0.5095474139098597,0.5651863688744982,8236.0,0.0,0.0,26,0.2876203676064809,0.2,0.053751543164253235,0.92
8.0,0.0,0.0,4638.0,0.5631374453618261,3598.0,0.43686255463817386,0.932895816242822,0.6903836813987373,5686.0,5686.0,0.7526720510848968,0.8221106739350694,0.579688875751741,1.0,6095.0,0.7526720527035604,2141.0,0.7400437105390967,0.510207160775759,0.5651863688744982,8236.0,0.0,0.0,27,0.2792021850744883,0.2,0.05497784540057182,0.92
8.0,0.0,0.0,4581.0,0.5562166100048568,3655.0,0.4437833899951433,0.9374897456931911,0.6937833899951432,5714.0,5714.0,0.7471837264758027,0.816412103818765,0.5673986882309383,1.0,6095.0,0.7471837310985983,2141.0,0.7400437105390967,0.5101214448422432,0.5651863688744982,8236.0,0.0,0.0,28,0.27485948503017427,0.15,0.053600773215293884,0.92
8.0,0.0,0.0,4634.0,0.5626517727051967,3602.0,0.4373482272948033,0.9351927809680065,0.6920835356969403,5700.0,5700.0,0.7523762664855805,0.8226290770536588,0.5798809545481288,1.0,6095.0,0.7523762691474561,2141.0,0.7400437105390967,0.5105132121689736,0.5651863688744982,8236.0,0.0,0.0,29,0.2729002753893534,0.15,0.05482037365436554,0.92
8.0,0.0,0.0,4677.0,0.5678727537639631,3559.0,0.43212724623603693,0.934208367514356,0.6913550267119961,5694.0,5694.0,0.74942254210852,0.8196796910415773,0.5724435654800784,1.0,6095.0,0.7494225482615378,2141.0,0.7400437105390967,0.5108667724501633,0.5651863688744982,8236.0,0.0,0.0,30,0.2717719207207362,0.15,0.048593781888484955,0.92
8.0,0.0,0.0,4688.0,0.569208353569694,3548.0,0.430791646430306,0.9337161607875307,0.690990772219524,5691.0,5691.0,0.7513787938385745,0.8265462219271571,0.5731865289078426,1.0,6095.0,0.7513787984100038,2141.0,0.7400437105390967,0.5101887409054257,0.5651863688744982,8236.0,0.0,0.0,31,0.26824507415294646,0.15,0.05743158608675003,0.92
8.0,0.0,0.0,4630.0,0.5621661000485673,3606.0,0.43783389995143274,0.9322395406070549,0.6898980087421078,5682.0,5682.0,0.7551316636031389,0.8235419047528378,0.586639160532628,1.0,6095.0,0.755131665956932,2141.0,0.7400437105390967,0.5106967410116338,0.5651863688744982,8236.0,0.0,0.0,32,0.27431562145551047,0.15,0.05108855664730072,0.92
8.0,0.0,0.0,4575.0,0.5554881010199125,3661.0,0.4445118989800874,0.9324036095159968,0.6900194269062652,5683.0,5683.0,0.7499965304964414,0.817309164007387,0.5695386494421196,1.0,6095.0,0.7499965328896828,2141.0,0.7400437105390967,0.5109424402855791,0.5651863688744982,8236.0,0.0,0.0,33,0.26741034388542173,0.15,0.05589868500828743,0.92
8.0,0.0,0.0,4543.0,0.5516027197668771,3693.0,0.44839728023312286,0.9327317473338802,0.6902622632345798,5685.0,5685.0,0.7528535559538352,0.8258740989131352,0.5769736325646254,1.0,6095.0,0.7528535577199522,2141.0,0.7400437105390967,0.5105497087158722,0.5651863688744982,8236.0,0.0,0.0,34,0.25197127064069114,0.2,0.05965225771069527,0.92
8.0,0.0,0.0,4647.0,0.5642302088392424,3589.0,0.43576979116075765,0.9322395406070549,0.6898980087421078,5682.0,5682.0,0.750041605229393,0.8151900779403602,0.569304794246376,1.0,6095.0,0.7500416074383053,2141.0,0.7400437105390967,0.5099529893986972,0.5651863688744982,8236.0,0.0,0.0,35,0.25300695300102233,0.15,0.049638718366622925,0.92
8.0,0.0,0.0,4498.0,0.546138902379796,3738.0,0.453861097620204,0.9353568498769483,0.6922049538610976,5701.0,5701.0,0.7493732281109303,0.8212307819060113,0.5659907852246815,1.0,6095.0,0.7493732314488766,2141.0,0.7400437105390967,0.5103677921846145,0.5651863688744982,8236.0,0.0,0.0,36,0.25017791191736855,0.15,0.06249382346868515,0.92
8.0,0.0,0.0,4478.0,0.5437105390966489,3758.0,0.45628946090335115,0.9320754716981132,0.6897765905779505,5681.0,5681.0,0.757260187111983,0.8337761026527813,0.583782230328604,1.0,6095.0,0.7572601923062068,2141.0,0.7400437105390967,0.5112246734868926,0.5651863688744982,8236.0,0.0,0.0,37,0.24203439354896544,0.2,0.0623418465256691,0.92
8.0,0.0,0.0,4571.0,0.5550024283632832,3665.0,0.4449975716367168,0.9309269893355209,0.688926663428849,5674.0,5674.0,0.7559334880209941,0.8278695975167589,0.5824020529850413,1.0,6095.0,0.7559334912412274,2141.0,0.7400437105390967,0.5109302645296265,0.5651863688744982,8236.0,0.0,0.0,38,0.24454261759916943,0.2,0.05790489912033081,0.92
8.0,0.0,0.0,4636.0,0.5628946090335114,3600.0,0.4371053909664886,0.9345365053322395,0.6915978630403108,5696.0,5696.0,0.7463972771927267,0.8216021871656898,0.5599980627676716,1.0,6095.0,0.7463972810295215,2141.0,0.7400437105390967,0.5087328616565455,0.5651863688744982,8236.0,0.0,0.0,39,0.2359988123178482,0.15,0.05949064716696739,0.92
8.0,0.0,0.0,4510.0,0.5475959203496843,3726.0,0.4524040796503157,0.9327317473338802,0.6902622632345798,5685.0,5685.0,0.7518804125229444,0.8297422022791774,0.5704805717942493,1.0,6095.0,0.7518804143881165,2141.0,0.7400437105390967,0.5091267359630137,0.5651863688744982,8236.0,0.0,0.0,40,0.23727153539657592,0.15,0.05802847445011139,0.92
8.0,0.0,0.0,4604.0,0.559009227780476,3632.0,0.44099077221952404,0.9330598851517637,0.6905050995628946,5687.0,5687.0,0.7487953981842654,0.8213068057663336,0.5641163911015921,1.0,6095.0,0.7487954060089184,2141.0,0.7400437105390967,0.5095885536167452,0.5651863688744982,8236.0,0.0,0.0,41,0.2397821803887685,0.15,0.06005207449197769,0.92
8.0,0.0,0.0,4602.0,0.5587663914521612,3634.0,0.4412336085478388,0.9337161607875307,0.690990772219524,5691.0,5691.0,0.7492270593804274,0.8258993233945482,0.5602200679380005,1.0,6095.0,0.749227060904408,2141.0,0.7400437105390967,0.5086529642223124,0.5651863688744982,8236.0,0.0,0.0,42,0.23597902655601502,0.15,0.05968020483851433,0.92
