alpha,calibration_abstain_low_conf_count,calibration_abstain_low_conf_share,calibration_active_count,calibration_active_share,calibration_clamp_over_pside_count,calibration_clamp_over_pside_share,calibration_coverage_feasible,calibration_coverage_overall,calibration_covered_count,calibration_covered_feasible_count,calibration_covered_gap_norm_mean,calibration_covered_gap_norm_median,calibration_covered_gap_norm_q25,calibration_covered_gap_norm_q75,calibration_feasible_count,calibration_feasible_covered_gap_norm_mean,calibration_infeasible_count,calibration_max_possible_coverage,calibration_mean_p_pred,calibration_mean_p_side,calibration_sample_count,calibration_side_violation_count,calibration_side_violation_rate,epoch,loss,selected_bucket_miss_threshold,selected_delta,selected_delta_quantile
2.0,0.0,0.0,4949.0,0.6008984944147644,3287.0,0.39910150558523555,0.9327317473338802,0.6902622632345798,5685.0,5685.0,0.7701472537159727,0.8376552550177477,0.6209104740191594,1.0,6095.0,0.7701472557145362,2141.0,0.7400437105390967,0.513700363167028,0.5651863688744982,8236.0,0.0,0.0,11,0.17635253369808196,0.2,0.10751348733901978,0.92
2.0,0.0,0.0,4933.0,0.5989558037882468,3303.0,0.4010441962117533,0.9312551271534044,0.6891694997571637,5676.0,5676.0,0.7677923639500238,0.8435779975897372,0.6093139663400026,1.0,6095.0,0.7677923723701341,2141.0,0.7400437105390967,0.511815165095523,0.5651863688744982,8236.0,0.0,0.0,12,0.17377121945222218,0.15,0.12165151536464691,0.92
2.0,0.0,0.0,5135.0,0.623482272948033,3101.0,0.37651772705196696,0.9347005742411812,0.6917192812044682,5697.0,5697.0,0.7512608387282798,0.8160426833489913,0.5889185639866027,1.0,6095.0,0.7512608412631876,2141.0,0.7400437105390967,0.5107014601034001,0.5651863688744982,8236.0,0.0,0.0,13,0.1730886956055959,0.15,0.10130616277456284,0.92
2.0,0.0,0.0,4871.0,0.5914278776104905,3365.0,0.40857212238950946,0.9351927809680065,0.6920835356969403,5700.0,5700.0,0.7628790000080751,0.8373686079659424,0.6018987699033722,1.0,6095.0,0.7628790092037461,2141.0,0.7400437105390967,0.5126081559812056,0.5651863688744982,8236.0,0.0,0.0,14,0.16995908915996552,0.15,0.11015309393405914,0.92
2.0,0.0,0.0,5028.0,0.6104905293831957,3208.0,0.3895094706168043,0.9348646431501231,0.6918406993686256,5698.0,5698.0,0.7480287073254711,0.8060683068274166,0.5791291712168044,1.0,6095.0,0.7480287093901677,2141.0,0.7400437105390967,0.5107558446202949,0.5651863688744982,8236.0,0.0,0.0,15,0.16590571502844492,0.2,0.10124457627534866,0.92
2.0,0.0,0.0,5023.0,0.6098834385624089,3213.0,0.39011656143759105,0.9338802296964726,0.6911121903836814,5692.0,5692.0,0.7415079554243323,0.7987252727574733,0.5651113337470351,1.0,6095.0,0.741507957779264,2141.0,0.7400437105390967,0.5091459564445314,0.5651863688744982,8236.0,0.0,0.0,16,0.1592005471388499,0.15,0.09468476474285126,0.92
2.0,0.0,0.0,4851.0,0.5889995143273433,3385.0,0.4110004856726566,0.934208367514356,0.6913550267119961,5694.0,5694.0,0.7526950895012415,0.8279840194191079,0.5844704487689354,1.0,6095.0,0.7526950991011299,2141.0,0.7400437105390967,0.5097618966350032,0.5651863688744982,8236.0,0.0,0.0,17,0.15724288125832875,0.2,0.1123909205198288,0.92
2.0,0.0,0.0,4800.0,0.5828071879553182,3436.0,0.4171928120446819,0.932895816242822,0.6903836813987373,5686.0,5686.0,0.7560703754402573,0.8216682478828939,0.5948930534118992,1.0,6095.0,0.7560703780921243,2141.0,0.7400437105390967,0.5105240465622245,0.5651863688744982,8236.0,0.0,0.0,18,0.16127648949623108,0.2,0.11192047595977783,0.92
2.0,0.0,0.0,4815.0,0.5846284604176785,3421.0,0.41537153958232154,0.9350287120590648,0.6919621175327829,5699.0,5699.0,0.7543532532275937,0.8241792901476196,0.5841702700429554,1.0,6095.0,0.7543532553021615,2141.0,0.7400437105390967,0.5095697705236307,0.5651863688744982,8236.0,0.0,0.0,19,0.15911295711994172,0.15,0.10533358156681061,0.92
2.0,0.0,0.0,4988.0,0.6056338028169014,3248.0,0.39436619718309857,0.9322395406070549,0.6898980087421078,5682.0,5682.0,0.7481184389808363,0.8164354292993543,0.5758155582614578,1.0,6095.0,0.7481184445504327,2141.0,0.7400437105390967,0.5087174861452222,0.5651863688744982,8236.0,0.0,0.0,20,0.15757931272188822,0.2,0.10733010619878769,0.92
2.0,0.0,0.0,4753.0,0.5771005342399222,3483.0,0.4228994657600777,0.9325676784249385,0.6901408450704225,5684.0,5684.0,0.7561634723567232,0.8286639667911153,0.5855152946979758,1.0,6095.0,0.7561634746756629,2141.0,0.7400437105390967,0.5086649290391255,0.5651863688744982,8236.0,0.0,0.0,21,0.1555452674627304,0.15,0.11515381187200546,0.92
2.0,0.0,0.0,4731.0,0.5744293346284605,3505.0,0.4255706653715396,0.933552091878589,0.6908693540553666,5690.0,5690.0,0.7544897262780417,0.8309855243980249,0.5769873749911397,1.0,6095.0,0.7544897283595065,2141.0,0.7400437105390967,0.509795168471369,0.5651863688744982,8236.0,0.0,0.0,22,0.15354023973147074,0.15,0.11113759875297546,0.92
2.0,0.0,0.0,4794.0,0.582078678970374,3442.0,0.41792132102962604,0.932895816242822,0.6903836813987373,5686.0,5686.0,0.751456145619265,0.8299916540112614,0.5755485144096997,1.0,6095.0,0.7514561473135111,2141.0,0.7400437105390967,0.508783816349642,0.5651863688744982,8236.0,0.0,0.0,23,0.15210001170635223,0.15,0.10597668588161469,0.92
2.0,0.0,0.0,4704.0,0.5711510441962118,3532.0,0.42884895580378823,0.9324036095159968,0.6900194269062652,5683.0,5683.0,0.7552530765560798,0.8321496759570197,0.5807715303839727,1.0,6095.0,0.7552530782724611,2141.0,0.7400437105390967,0.5097837471074654,0.5651863688744982,8236.0,0.0,0.0,24,0.15002313057581584,0.15,0.1082228422164917,0.92
2.0,0.0,0.0,4798.0,0.5825643516270034,3438.0,0.4174356483729966,0.9332239540607055,0.690626517727052,5688.0,5688.0,0.7474988680167919,0.8225841783404206,0.5645022588527656,1.0,6095.0,0.7474988698672264,2141.0,0.7400437105390967,0.508300782210767,0.5651863688744982,8236.0,0.0,0.0,25,0.14753446280956267,0.15,0.10453405976295471,0.92
2.0,0.0,0.0,4642.0,0.5636231180184555,3594.0,0.43637688198154445,0.9332239540607055,0.690626517727052,5688.0,5688.0,0.7559282117621869,0.8430310194695243,0.5790423616342415,1.0,6095.0,0.7559282131891495,2141.0,0.7400437105390967,0.508871805302258,0.5651863688744982,8236.0,0.0,0.0,26,0.1450460563103358,0.2,0.1045633926987648,0.92
2.0,0.0,0.0,4832.0,0.5866925692083536,3404.0,0.41330743079164645,0.9332239540607055,0.690626517727052,5688.0,5688.0,0.7452984165771819,0.8197678207763799,0.5592792177687405,1.0,6095.0,0.745298421008643,2141.0,0.7400437105390967,0.5081665405405745,0.5651863688744982,8236.0,0.0,0.0,27,0.1423583080371221,0.15,0.1001138985157013,0.92
2.0,0.0,0.0,4725.0,0.5737008256435163,3511.0,0.42629917435648373,0.932895816242822,0.6903836813987373,5686.0,5686.0,0.7478487779077595,0.8252178207583991,0.5641255451366337,1.0,6095.0,0.7478487833610736,2141.0,0.7400437105390967,0.5077395834195956,0.5651863688744982,8236.0,0.0,0.0,28,0.13883885542551677,0.15,0.10352560877799988,0.92
2.0,0.0,0.0,4535.0,0.5506313744536183,3701.0,0.44936862554638174,0.9324036095159968,0.6900194269062652,5683.0,5683.0,0.7612097318457731,0.8516044997167289,0.5902641134062723,1.0,6095.0,0.7612097343230146,2141.0,0.7400437105390967,0.5094270059288349,0.5651863688744982,8236.0,0.0,0.0,29,0.13546192049980163,0.15,0.11506510525941849,0.92
2.0,0.0,0.0,4698.0,0.5704225352112676,3538.0,0.4295774647887324,0.9319114027891715,0.6896551724137931,5680.0,5680.0,0.7586852018343389,0.8396011416419888,0.586002434645943,1.0,6095.0,0.7586852031004813,2141.0,0.7400437105390967,0.5095038094506351,0.5651863688744982,8236.0,0.0,0.0,30,0.1388181929787,0.15,0.11322712153196335,0.92
2.0,0.0,0.0,4622.0,0.5611947547353084,3614.0,0.4388052452646916,0.9333880229696473,0.6907479358912093,5689.0,5689.0,0.754658869407116,0.8392179242403873,0.5728219490767944,1.0,6095.0,0.7546588712601175,2141.0,0.7400437105390967,0.508743633802721,0.5651863688744982,8236.0,0.0,0.0,31,0.14104259113470713,0.2,0.11829264461994171,0.92
2.0,0.0,0.0,4484.0,0.544439048081593,3752.0,0.455560951918407,0.9345365053322395,0.6915978630403108,5696.0,5696.0,0.7648432304955703,0.8539647209746091,0.6005148978791385,1.0,6095.0,0.7648432320251244,2141.0,0.7400437105390967,0.511520337967033,0.5651863688744982,8236.0,0.0,0.0,32,0.13672797679901122,0.15,0.11708880960941315,0.92
2.0,0.0,0.0,4629.0,0.5620446818844099,3607.0,0.4379553181155901,0.932895816242822,0.6903836813987373,5686.0,5686.0,0.7526594906314802,0.8397045266124994,0.5680289676513652,1.0,6095.0,0.7526594935930286,2141.0,0.7400437105390967,0.5069235478922638,0.5651863688744982,8236.0,0.0,0.0,33,0.13425665944814683,0.2,0.11017140001058578,0.92
2.0,0.0,0.0,4724.0,0.5735794074793589,3512.0,0.4264205925206411,0.932895816242822,0.6903836813987373,5686.0,5686.0,0.7518357571925541,0.831121814323055,0.5780817696560361,1.0,6095.0,0.7518357644566499,2141.0,0.7400437105390967,0.5088588092269456,0.5651863688744982,8236.0,0.0,0.0,34,0.1355697696407636,0.15,0.10896729677915573,0.92
2.0,0.0,0.0,4571.0,0.5550024283632832,3665.0,0.4449975716367168,0.932895816242822,0.6903836813987373,5686.0,5686.0,0.758008200758009,0.8440840117624333,0.5784280415695828,1.0,6095.0,0.758008202409048,2141.0,0.7400437105390967,0.5097182523409483,0.5651863688744982,8236.0,0.0,0.0,35,0.13457289735476177,0.15,0.10446840524673462,0.92
2.0,0.0,0.0,4638.0,0.5631374453618261,3598.0,0.43686255463817386,0.9319114027891715,0.6896551724137931,5680.0,5680.0,0.7521240720912891,0.8365882857742264,0.5687718286569825,1.0,6095.0,0.752124075554394,2141.0,0.7400437105390967,0.507823637898987,0.5651863688744982,8236.0,0.0,0.0,36,0.13450342714786528,0.15,0.11013162136077881,0.92
4.0,3268.0,0.3967945604662457,2971.0,0.36073336571151043,1997.0,0.2424720738222438,0.9489745693191141,0.7022826614861584,5784.0,5784.0,0.8937156905931989,1.0,0.9065160590777677,1.0,6095.0,0.8937156934674809,2141.0,0.7400437105390967,0.5343922558767092,0.5651863688744982,8236.0,0.0,0.0,1,0.6333972255388896,0.2,0.03393162041902542,0.7
4.0,2027.0,0.24611461874696455,3561.0,0.4323700825643516,2648.0,0.32151529868868384,0.9391304347826087,0.6949975716367168,5724.0,5724.0,0.8610522684077735,1.0,0.7735704585852001,1.0,6095.0,0.8610522691064925,2141.0,0.7400437105390967,0.526771243503591,0.5651863688744982,8236.0,0.0,0.0,2,0.49813390572865807,0.3,0.0802219957113266,0.8
4.0,683.0,0.08292860611947547,3870.0,0.46988829528897524,3683.0,0.4471830985915493,0.9327317473338802,0.6902622632345798,5685.0,5685.0,0.8606420913749819,1.0,0.7768880991130126,1.0,6095.0,0.8606420927261266,2141.0,0.7400437105390967,0.5294118641007157,0.5651863688744982,8236.0,0.0,0.0,3,0.4026207208633423,0.2,0.10889067500829697,0.9
4.0,0.0,0.0,4682.0,0.5684798445847499,3554.0,0.43152015541525013,0.931583264971288,0.6894123360854784,5678.0,5678.0,0.8269750197602123,0.9144997654419473,0.724353425558667,1.0,6095.0,0.8269750213313658,2141.0,0.7400437105390967,0.5249859994756201,0.5651863688744982,8236.0,0.0,0.0,4,0.3532176693280538,0.3,0.09062906354665756,0.92
4.0,301.0,0.03654686741136474,4655.0,0.5652015541525012,3280.0,0.39825157843613407,0.9373256767842494,0.6936619718309859,5713.0,5713.0,0.8104368318421243,0.8983279410363517,0.6849090043540631,1.0,6095.0,0.8104368345204905,2141.0,0.7400437105390967,0.5222789005600127,0.5651863688744982,8236.0,0.0,0.0,5,0.32673585613568623,0.15,0.09208967536687851,0.92
4.0,0.0,0.0,4656.0,0.5653229723166586,3580.0,0.43467702768334143,0.9325676784249385,0.6901408450704225,5684.0,5684.0,0.8049897810701768,0.8963929870785585,0.679446101519954,1.0,6095.0,0.8049897826283149,2141.0,0.7400437105390967,0.5204596541169652,0.5651863688744982,8236.0,0.0,0.0,6,0.31338799993197125,0.2,0.09309375286102295,0.92
4.0,0.0,0.0,5082.0,0.6170471102476931,3154.0,0.38295288975230696,0.9312551271534044,0.6891694997571637,5676.0,5676.0,0.7792015747288912,0.8484480371273828,0.6367009192628108,1.0,6095.0,0.7792015770109613,2141.0,0.7400437105390967,0.5158450000446847,0.5651863688744982,8236.0,0.0,0.0,7,0.2943436165650686,0.3,0.07698513567447662,0.92
4.0,0.0,0.0,5346.0,0.6491015055852356,2890.0,0.35089849441476445,0.9361771944216571,0.6928120446818844,5706.0,5706.0,0.7475550388429455,0.805208236195559,0.5878341130400486,1.0,6095.0,0.747555040898195,2141.0,0.7400437105390967,0.5126292968857963,0.5651863688744982,8236.0,0.0,0.0,8,0.2817789316177368,0.15,0.07704641669988632,0.92
4.0,0.0,0.0,5264.0,0.6391452161243322,2972.0,0.3608547838756678,0.9368334700574241,0.6932977173385139,5710.0,5710.0,0.7437647319104883,0.8015198945802142,0.5797600405284468,1.0,6095.0,0.7437647348565586,2141.0,0.7400437105390967,0.5106048382284927,0.5651863688744982,8236.0,0.0,0.0,9,0.27584981520970664,0.15,0.06884614378213882,0.92
4.0,0.0,0.0,4915.0,0.5967702768334143,3321.0,0.40322972316658573,0.933552091878589,0.6908693540553666,5690.0,5690.0,0.7599903882768523,0.8254122662726497,0.5989510973325164,1.0,6095.0,0.7599903903771275,2141.0,0.7400437105390967,0.5130629905904167,0.5651863688744982,8236.0,0.0,0.0,10,0.2661978075901667,0.15,0.07751871645450592,0.92
4.0,0.0,0.0,4970.0,0.603448275862069,3266.0,0.39655172413793105,0.9360131255127153,0.6926906265177271,5705.0,5705.0,0.7498323157617907,0.8118319026784406,0.5899484203065745,1.0,6095.0,0.7498323198794431,2141.0,0.7400437105390967,0.5120987180779374,0.5651863688744982,8236.0,0.0,0.0,11,0.2586491455634435,0.2,0.07105909287929535,0.92
4.0,0.0,0.0,4950.0,0.6010199125789218,3286.0,0.3989800874210782,0.9356849876948319,0.6924477901894124,5703.0,5703.0,0.7526171798795654,0.8167997312040132,0.5868774439062876,1.0,6095.0,0.7526171821933673,2141.0,0.7400437105390967,0.511014339483841,0.5651863688744982,8236.0,0.0,0.0,12,0.2552986969550451,0.2,0.07800280302762985,0.92
4.0,0.0,0.0,4978.0,0.6044196211753279,3258.0,0.3955803788246722,0.9332239540607055,0.690626517727052,5688.0,5688.0,0.7453638239518102,0.8078358160636863,0.5736460436742798,1.0,6095.0,0.7453638262629236,2141.0,0.7400437105390967,0.5095112128636187,0.5651863688744982,8236.0,0.0,0.0,13,0.2504829923311869,0.2,0.07274690270423889,0.92
4.0,0.0,0.0,4889.0,0.593613404565323,3347.0,0.40638659543467703,0.9348646431501231,0.6918406993686256,5698.0,5698.0,0.7472344515311676,0.8117067625893456,0.577490132970272,1.0,6095.0,0.7472344545243753,2141.0,0.7400437105390967,0.5112982027056978,0.5651863688744982,8236.0,0.0,0.0,14,0.24186881879965463,0.2,0.06537201255559921,0.92
4.0,0.0,0.0,4940.0,0.5998057309373482,3296.0,0.40019426906265176,0.9358490566037736,0.6925692083535697,5704.0,5704.0,0.7450993435237463,0.8103508281798177,0.5721584346351718,1.0,6095.0,0.7450993466297519,2141.0,0.7400437105390967,0.5097504572246591,0.5651863688744982,8236.0,0.0,0.0,15,0.2393756796916326,0.2,0.07457369565963745,0.92
4.0,0.0,0.0,4793.0,0.5819572608062166,3443.0,0.4180427391937834,0.9348646431501231,0.6918406993686256,5698.0,5698.0,0.7456431997251878,0.8027801491083846,0.5746996020517674,1.0,6095.0,0.74564320193117,2141.0,0.7400437105390967,0.5103710975322249,0.5651863688744982,8236.0,0.0,0.0,16,0.232523575425148,0.15,0.07524653524160385,0.92
4.0,0.0,0.0,4820.0,0.5852355512384653,3416.0,0.41476444876153473,0.9332239540607055,0.690626517727052,5688.0,5688.0,0.750919768881241,0.814649888819674,0.5782739238165568,1.0,6095.0,0.7509197723030867,2141.0,0.7400437105390967,0.5100130847341808,0.5651863688744982,8236.0,0.0,0.0,17,0.2315549373626709,0.2,0.08275885879993439,0.92
4.0,0.0,0.0,4898.0,0.5947061680427392,3338.0,0.4052938319572608,0.9356849876948319,0.6924477901894124,5703.0,5703.0,0.7410332922580907,0.8078239154185733,0.5601962370879663,1.0,6095.0,0.7410332940756974,2141.0,0.7400437105390967,0.507065027307165,0.5651863688744982,8236.0,0.0,0.0,18,0.23148838678995767,0.15,0.07828948646783829,0.92
4.0,0.0,0.0,4773.0,0.5795288975230695,3463.0,0.42047110247693054,0.9325676784249385,0.6901408450704225,5684.0,5684.0,0.7468954055830258,0.8029595808760636,0.5729804079743496,1.0,6095.0,0.7468954073180848,2141.0,0.7400437105390967,0.5096382823669926,0.5651863688744982,8236.0,0.0,0.0,19,0.2233537971973419,0.3,0.0810680240392685,0.92
4.0,0.0,0.0,4823.0,0.5855998057309374,3413.0,0.41440019426906266,0.9363412633305989,0.6929334628460417,5707.0,5707.0,0.7394026812200419,0.8009528577005051,0.5559003300518612,1.0,6095.0,0.7394026833877447,2141.0,0.7400437105390967,0.5084942378393007,0.5651863688744982,8236.0,0.0,0.0,20,0.22394996682802837,0.15,0.075462207198143,0.92
4.0,0.0,0.0,4853.0,0.5892423506556581,3383.0,0.4107576493443419,0.934208367514356,0.6913550267119961,5694.0,5694.0,0.741344919623517,0.811701941829704,0.5577529006668375,1.0,6095.0,0.741344921925535,2141.0,0.7400437105390967,0.5079986753760629,0.5651863688744982,8236.0,0.0,0.0,21,0.21999837557474772,0.15,0.07158175110816956,0.92
4.0,0.0,0.0,4777.0,0.5800145701796989,3459.0,0.4199854298203011,0.9327317473338802,0.6902622632345798,5685.0,5685.0,0.7451643791996867,0.8062097897177258,0.5681306671491341,1.0,6095.0,0.7451643812060778,2141.0,0.7400437105390967,0.5090544115581127,0.5651863688744982,8236.0,0.0,0.0,22,0.2128420392672221,0.15,0.07858340442180634,0.92
4.0,0.0,0.0,4808.0,0.583778533268577,3428.0,0.416221466731423,0.9358490566037736,0.6925692083535697,5704.0,5704.0,0.7460042386475778,0.8177664815847655,0.5734680563824541,1.0,6095.0,0.7460042438183483,2141.0,0.7400437105390967,0.5087658594301318,0.5651863688744982,8236.0,0.0,0.0,23,0.21767082413037617,0.15,0.07429508119821548,0.92
4.0,0.0,0.0,4773.0,0.5795288975230695,3463.0,0.42047110247693054,0.932895816242822,0.6903836813987373,5686.0,5686.0,0.7466290420861543,0.8099717977660918,0.5670892018263675,1.0,6095.0,0.7466290440627097,2141.0,0.7400437105390967,0.5085168407034524,0.5651863688744982,8236.0,0.0,0.0,24,0.21237168113390606,0.15,0.07324403524398804,0.92
4.0,0.0,0.0,4731.0,0.5744293346284605,3505.0,0.4255706653715396,0.9358490566037736,0.6925692083535697,5704.0,5704.0,0.7490509601057143,0.8209099670790674,0.5726534714752425,1.0,6095.0,0.7490509622942577,2141.0,0.7400437105390967,0.5089332390914098,0.5651863688744982,8236.0,0.0,0.0,25,0.2161907543738683,0.15,0.07639935612678528,0.92
4.0,0.0,0.0,4736.0,0.5750364254492472,3500.0,0.4249635745507528,0.9338802296964726,0.6911121903836814,5692.0,5692.0,0.7367361537983004,0.7992733137056804,0.5478542521140751,1.0,6095.0,0.7367361601045816,2141.0,0.7400437105390967,0.5064962314228909,0.5651863688744982,8236.0,0.0,0.0,26,0.21049809853235882,0.15,0.0688755214214325,0.92
4.0,0.0,0.0,4790.0,0.5815930063137446,3446.0,0.41840699368625545,0.931583264971288,0.6894123360854784,5678.0,5678.0,0.7430519069574751,0.8075175573003555,0.5578301147291156,1.0,6095.0,0.7430519103210337,2141.0,0.7400437105390967,0.5076608744605284,0.5651863688744982,8236.0,0.0,0.0,27,0.20383455952008564,0.2,0.07213982939720154,0.92
4.0,0.0,0.0,4849.0,0.5887566779990286,3387.0,0.41124332200097136,0.9345365053322395,0.6915978630403108,5696.0,5696.0,0.7397422017811675,0.799975795368955,0.5612762686326794,1.0,6095.0,0.7397422043657397,2141.0,0.7400437105390967,0.5085484516513927,0.5651863688744982,8236.0,0.0,0.0,28,0.2004142224788666,0.15,0.07611526548862457,0.92
4.0,0.0,0.0,4694.0,0.5699368625546382,3542.0,0.43006313744536184,0.9325676784249385,0.6901408450704225,5684.0,5684.0,0.7453222404545058,0.8141406770085938,0.5618286297449144,1.0,6095.0,0.7453222421059676,2141.0,0.7400437105390967,0.5085071162645298,0.5651863688744982,8236.0,0.0,0.0,29,0.20170504748821258,0.15,0.07993865758180618,0.92
4.0,0.0,0.0,4685.0,0.568844099077222,3551.0,0.43115590092277806,0.9343724364232978,0.6914764448761535,5695.0,5695.0,0.7427924947858888,0.8137622238397204,0.5577061741772648,1.0,6095.0,0.7427924993536578,2141.0,0.7400437105390967,0.5083885527825472,0.5651863688744982,8236.0,0.0,0.0,30,0.19740773141384124,0.15,0.08025511354207993,0.92
4.0,0.0,0.0,4588.0,0.5570665371539583,3648.0,0.4429334628460418,0.9317473338802297,0.6895337542496357,5679.0,5679.0,0.7488415787950754,0.8156197549748193,0.562254194067761,1.0,6095.0,0.748841581930371,2141.0,0.7400437105390967,0.5100018597913631,0.5651863688744982,8236.0,0.0,0.0,31,0.19519233604272207,0.15,0.07684127986431122,0.92
4.0,0.0,0.0,4670.0,0.5670228266148616,3566.0,0.4329771733851384,0.93552091878589,0.6923263720252549,5702.0,5702.0,0.7413257757331297,0.8091242047103673,0.5576674452163143,1.0,6095.0,0.7413257824942205,2141.0,0.7400437105390967,0.5088123893361644,0.5651863688744982,8236.0,0.0,0.0,32,0.1916860709587733,0.2,0.07286874204874039,0.92
4.0,0.0,0.0,4733.0,0.5746721709567751,3503.0,0.42532782904322486,0.9333880229696473,0.6907479358912093,5689.0,5689.0,0.7428755278782474,0.8105042023315965,0.5653746758658859,1.0,6095.0,0.742875530162142,2141.0,0.7400437105390967,0.5083719558690598,0.5651863688744982,8236.0,0.0,0.0,33,0.19224203129609427,0.15,0.07796584814786911,0.92
4.0,0.0,0.0,4547.0,0.5520883924235066,3689.0,0.44791160757649345,0.932895816242822,0.6903836813987373,5686.0,5686.0,0.7517956823305472,0.8292404210792111,0.5691142188545826,1.0,6095.0,0.7517956840040328,2141.0,0.7400437105390967,0.5091773828828173,0.5651863688744982,8236.0,0.0,0.0,34,0.18622259298960367,0.2,0.08715023845434189,0.92
4.0,0.0,0.0,4687.0,0.5690869354055367,3549.0,0.4309130645944633,0.9314191960623461,0.689290917921321,5677.0,5677.0,0.7497689604941236,0.817184301196019,0.5717165943239532,1.0,6095.0,0.7497689619826361,2141.0,0.7400437105390967,0.5085157467408151,0.5651863688744982,8236.0,0.0,0.0,35,0.1881313403447469,0.2,0.08886553347110748,0.92
4.0,0.0,0.0,4606.0,0.5592520641087907,3630.0,0.4407479358912093,0.9317473338802297,0.6895337542496357,5679.0,5679.0,0.7532028506945809,0.8312935319386465,0.5740866238800049,1.0,6095.0,0.7532028533997546,2141.0,0.7400437105390967,0.5096488452139097,0.5651863688744982,8236.0,0.0,0.0,36,0.18599535326162975,0.15,0.08718039840459824,0.92
